Level, GameLimit, MoveLimit, C, Win, MedalLeft, MovesMade, Score
2, 1, 10, 1.4, 0, 3, 20, 9300
2, 1, 10, 1.4, 0, 2, 20, 47300
2, 1, 10, 1.4, 0, 2, 20, 31000
2, 1, 10, 1.4, 0, 2, 20, 30100
2, 1, 10, 1.4, 0, 3, 20, 19200
2, 1, 10, 1.4, 0, 2, 20, 43500
2, 1, 10, 1.4, 0, 3, 20, 16900
2, 1, 10, 1.4, 0, 2, 20, 68900
2, 1, 10, 1.4, 0, 2, 20, 29500
2, 1, 10, 1.4, 0, 2, 20, 47800
2, 1, 10, 1.4, 0, 3, 20, 13500
2, 1, 10, 1.4, 1, 0, 20, 100700.0
2, 1, 10, 1.4, 0, 1, 20, 46700
2, 1, 10, 1.4, 0, 2, 20, 27700
2, 1, 10, 1.4, 0, 2, 20, 35800
2, 1, 10, 1.4, 0, 1, 20, 58600
2, 1, 10, 1.4, 0, 2, 20, 59200
2, 1, 10, 1.4, 0, 3, 20, 13600
2, 1, 10, 1.4, 0, 2, 20, 25600
2, 1, 10, 1.4, 0, 3, 20, 32900
2, 1, 10, 1.4, 0, 1, 20, 49500
2, 1, 10, 1.4, 0, 3, 20, 12200
2, 1, 10, 1.4, 0, 2, 20, 33900
2, 1, 10, 1.4, 0, 3, 20, 9700
2, 1, 10, 1.4, 0, 2, 20, 33200
2, 1, 10, 1.4, 0, 3, 20, 13000
2, 1, 10, 1.4, 0, 2, 20, 30800
2, 1, 10, 1.4, 0, 3, 20, 15600
2, 1, 10, 1.4, 0, 1, 20, 49900
2, 1, 10, 1.4, 0, 3, 20, 9600
2, 1, 10, 1.4, 0, 2, 20, 26600
2, 1, 10, 1.4, 0, 2, 20, 31100
2, 1, 10, 1.4, 0, 2, 20, 43100
2, 1, 10, 1.4, 0, 2, 20, 59600
2, 1, 10, 1.4, 0, 2, 20, 43800
2, 1, 10, 1.4, 0, 3, 20, 36800
2, 1, 10, 1.4, 0, 1, 20, 70000
2, 1, 10, 1.4, 0, 2, 20, 45200
2, 1, 10, 1.4, 0, 3, 20, 9600
2, 1, 10, 1.4, 0, 3, 20, 15600
2, 1, 10, 1.4, 0, 2, 20, 31500
2, 1, 10, 1.4, 0, 1, 20, 58000
2, 1, 10, 1.4, 0, 1, 20, 40500
2, 1, 10, 1.4, 0, 2, 20, 32800
2, 1, 10, 1.4, 0, 1, 20, 91200
2, 1, 10, 1.4, 0, 2, 20, 36100
2, 1, 10, 1.4, 0, 2, 20, 27700
2, 1, 10, 1.4, 0, 1, 20, 106000
2, 1, 10, 1.4, 0, 1, 20, 53200
2, 1, 10, 1.4, 0, 2, 20, 36500
2, 1, 10, 1.4, 0, 2, 20, 40800
2, 1, 10, 1.4, 0, 3, 20, 11000
2, 1, 10, 1.4, 0, 1, 20, 61800
2, 1, 10, 1.4, 0, 3, 20, 13500
2, 1, 10, 1.4, 0, 1, 20, 56900
2, 1, 10, 1.4, 0, 3, 20, 9500
2, 1, 10, 1.4, 0, 1, 20, 65400
2, 1, 10, 1.4, 0, 3, 20, 13900
2, 1, 10, 1.4, 0, 1, 20, 83900
2, 1, 10, 1.4, 0, 2, 20, 38300
2, 1, 10, 1.4, 0, 2, 20, 25500
2, 1, 10, 1.4, 0, 3, 20, 16000
2, 1, 10, 1.4, 0, 2, 20, 30800
2, 1, 10, 1.4, 0, 3, 20, 11200
2, 1, 10, 1.4, 0, 3, 20, 12800
2, 1, 10, 1.4, 0, 2, 20, 41500
2, 1, 10, 1.4, 0, 3, 20, 10600
2, 1, 10, 1.4, 0, 3, 20, 12900
2, 1, 10, 1.4, 0, 3, 20, 12200
2, 1, 10, 1.4, 0, 3, 20, 17100
2, 1, 10, 1.4, 0, 2, 20, 25900
2, 1, 10, 1.4, 0, 2, 20, 34000
2, 1, 10, 1.4, 0, 3, 20, 14100
2, 1, 10, 1.4, 0, 2, 20, 68500
2, 1, 10, 1.4, 0, 3, 20, 11000
2, 3, 5, 1.4, 0, 3, 20, 30400
2, 3, 5, 1.4, 0, 2, 20, 63800
2, 3, 5, 1.4, 0, 1, 20, 51200
2, 3, 5, 1.4, 0, 1, 20, 82200
2, 3, 5, 1.4, 1, 0, 17, 95882.35294117648
2, 3, 5, 1.4, 1, 0, 6, 295000.0
2, 3, 5, 1.4, 0, 2, 20, 23200
2, 3, 5, 1.4, 0, 1, 20, 45100
2, 3, 5, 1.4, 0, 1, 20, 62400
2, 3, 5, 1.4, 0, 1, 20, 73600
2, 3, 5, 1.4, 0, 2, 20, 36400
2, 3, 5, 1.4, 0, 1, 20, 64700
2, 3, 5, 1.4, 1, 0, 20, 65200.0
2, 3, 5, 1.4, 0, 1, 20, 46400
2, 3, 5, 1.4, 0, 1, 20, 46100
2, 3, 5, 1.4, 0, 1, 20, 65000
2, 3, 5, 1.4, 0, 2, 20, 29500
2, 3, 5, 1.4, 0, 3, 20, 14100
2, 3, 5, 1.4, 0, 2, 20, 37100
2, 3, 5, 1.4, 0, 1, 20, 93800
2, 3, 5, 1.4, 0, 1, 20, 59800
2, 3, 5, 1.4, 0, 2, 20, 47500
2, 3, 5, 1.4, 0, 2, 20, 28800
2, 3, 5, 1.4, 0, 1, 20, 58200
2, 3, 5, 1.4, 0, 1, 20, 46700
2, 3, 5, 1.4, 0, 1, 20, 53200
2, 3, 5, 1.4, 0, 2, 20, 31400
2, 3, 5, 1.4, 0, 2, 20, 25900
2, 3, 5, 1.4, 0, 3, 20, 22100
2, 3, 5, 1.4, 0, 2, 20, 38900
2, 3, 5, 1.4, 0, 2, 20, 40000
2, 3, 5, 1.4, 0, 2, 20, 56500
2, 3, 5, 1.4, 0, 1, 20, 104700
2, 3, 5, 1.4, 0, 2, 20, 27400
2, 3, 5, 1.4, 0, 1, 20, 50200
2, 3, 5, 1.4, 0, 1, 20, 43900
2, 3, 5, 1.4, 0, 2, 20, 32100
2, 3, 5, 1.4, 0, 1, 20, 47400
2, 3, 5, 1.4, 1, 0, 19, 104315.78947368421
2, 3, 5, 1.4, 0, 2, 20, 24500
2, 3, 5, 1.4, 0, 2, 20, 34300
2, 3, 5, 1.4, 0, 3, 20, 12000
2, 3, 5, 1.4, 0, 2, 20, 32500
2, 3, 5, 1.4, 0, 2, 20, 34100
2, 3, 5, 1.4, 0, 3, 20, 19500
2, 3, 5, 1.4, 1, 0, 14, 92285.71428571429
2, 3, 5, 1.4, 0, 2, 20, 27700
2, 3, 5, 1.4, 0, 1, 20, 46600
2, 3, 5, 1.4, 0, 3, 20, 12700
2, 3, 5, 1.4, 0, 3, 20, 15700
2, 3, 5, 1.4, 0, 2, 20, 28900
2, 3, 5, 1.4, 0, 2, 20, 39700
2, 3, 5, 1.4, 0, 1, 20, 72400
2, 3, 5, 1.4, 0, 1, 20, 61900
2, 3, 5, 1.4, 0, 3, 20, 21600
2, 3, 5, 1.4, 0, 3, 20, 18300
2, 3, 5, 1.4, 0, 2, 20, 54200
2, 3, 5, 1.4, 0, 1, 20, 41400
2, 3, 5, 1.4, 1, 0, 14, 255857.14285714284
2, 3, 5, 1.4, 0, 2, 20, 41100
2, 3, 5, 1.4, 0, 2, 20, 32700
2, 3, 5, 1.4, 0, 3, 20, 22300
2, 3, 5, 1.4, 1, 0, 13, 137384.61538461538
2, 3, 5, 1.4, 0, 1, 20, 71300
2, 3, 5, 1.4, 0, 1, 20, 82100
2, 3, 5, 1.4, 0, 1, 20, 101500
2, 3, 5, 1.4, 0, 2, 20, 38600
2, 3, 5, 1.4, 1, 0, 20, 84100.0
2, 3, 5, 1.4, 0, 1, 20, 44900
2, 3, 5, 1.4, 0, 1, 20, 82300
2, 3, 5, 1.4, 0, 3, 20, 21100
2, 3, 5, 1.4, 1, 0, 19, 90105.26315789473
2, 3, 5, 1.4, 0, 1, 20, 52500
2, 3, 5, 1.4, 0, 3, 20, 9300
2, 3, 5, 1.4, 0, 2, 20, 37600
2, 3, 5, 1.4, 0, 2, 20, 34600
2, 3, 5, 1.4, 0, 1, 20, 44500
2, 3, 5, 1.4, 0, 1, 20, 104100
2, 3, 5, 1.4, 0, 1, 20, 135100
2, 3, 5, 1.4, 1, 0, 14, 85714.28571428571
2, 3, 5, 1.4, 1, 0, 17, 87647.05882352941
2, 3, 5, 1.4, 0, 1, 20, 60300
2, 3, 5, 1.4, 0, 1, 20, 50600
2, 3, 5, 1.4, 0, 3, 20, 11100
2, 3, 5, 1.4, 0, 2, 20, 27800
2, 3, 5, 1.4, 0, 2, 20, 72300
2, 3, 5, 1.4, 0, 1, 20, 51600
2, 3, 5, 1.4, 0, 1, 20, 55100
2, 3, 5, 1.4, 0, 2, 20, 31900
2, 3, 5, 1.4, 0, 1, 20, 47700
2, 3, 5, 1.4, 0, 2, 20, 48400
2, 3, 5, 1.4, 0, 1, 20, 46800
2, 3, 5, 1.4, 0, 1, 20, 44500
2, 3, 5, 1.4, 0, 2, 20, 34400
2, 3, 5, 1.4, 0, 1, 20, 81100
2, 3, 5, 1.4, 0, 1, 20, 51900
2, 3, 5, 1.4, 1, 0, 19, 77473.68421052632
2, 3, 5, 1.4, 0, 2, 20, 33900
2, 3, 5, 1.4, 1, 0, 20, 68800.0
2, 3, 5, 1.4, 0, 1, 20, 101500
2, 3, 10, 1.4, 0, 2, 20, 38300
2, 3, 10, 1.4, 1, 0, 19, 81263.15789473684
2, 3, 10, 1.4, 0, 2, 20, 39000
2, 3, 10, 1.4, 0, 2, 20, 48800
2, 3, 10, 1.4, 0, 2, 20, 43600
2, 3, 10, 1.4, 0, 1, 20, 57800
2, 3, 10, 1.4, 0, 1, 20, 53700
2, 3, 10, 1.4, 0, 3, 20, 15900
2, 3, 10, 1.4, 0, 2, 20, 37900
2, 3, 10, 1.4, 0, 3, 20, 17600
2, 3, 10, 1.4, 0, 3, 20, 11700
2, 3, 10, 1.4, 1, 0, 18, 87111.11111111111
2, 3, 10, 1.4, 0, 1, 20, 47100
2, 3, 10, 1.4, 0, 1, 20, 51600
2, 3, 10, 1.4, 0, 3, 20, 14500
2, 3, 10, 1.4, 1, 0, 10, 117600.0
2, 3, 10, 1.4, 0, 1, 20, 182400
2, 3, 10, 1.4, 1, 0, 15, 89200.0
2, 3, 10, 1.4, 0, 1, 20, 107300
2, 3, 10, 1.4, 0, 3, 20, 22200
2, 3, 10, 1.4, 0, 1, 20, 64700
2, 3, 10, 1.4, 0, 1, 20, 48000
2, 3, 10, 1.4, 0, 2, 20, 91200
2, 3, 10, 1.4, 0, 1, 20, 49900
2, 3, 10, 1.4, 0, 3, 20, 16600
2, 3, 10, 1.4, 0, 2, 20, 43700
2, 3, 10, 1.4, 0, 1, 20, 46400
2, 3, 10, 1.4, 0, 3, 20, 19900
2, 3, 10, 1.4, 0, 2, 20, 26800
2, 3, 10, 1.4, 0, 2, 20, 30500
2, 3, 10, 1.4, 0, 1, 20, 43700
2, 3, 10, 1.4, 0, 2, 20, 31900
2, 3, 10, 1.4, 0, 3, 20, 13000
2, 3, 10, 1.4, 0, 1, 20, 44600
2, 3, 10, 1.4, 1, 0, 13, 112153.84615384616
2, 3, 10, 1.4, 1, 0, 13, 145384.61538461538
2, 3, 10, 1.4, 1, 0, 12, 134500.0
2, 3, 10, 1.4, 1, 0, 20, 79500.0
2, 3, 10, 1.4, 0, 1, 20, 51800
2, 3, 10, 1.4, 0, 3, 20, 25000
2, 3, 10, 1.4, 0, 1, 20, 66900
2, 3, 10, 1.4, 0, 1, 20, 55600
2, 3, 10, 1.4, 0, 2, 20, 30900
2, 3, 10, 1.4, 0, 1, 20, 48000
2, 3, 10, 1.4, 1, 0, 19, 100105.26315789473
2, 3, 10, 1.4, 0, 1, 20, 79100
2, 3, 10, 1.4, 0, 2, 20, 26400
2, 3, 10, 1.4, 0, 1, 20, 45600
2, 3, 10, 1.4, 0, 2, 20, 29000
2, 3, 10, 1.4, 0, 1, 20, 86600
2, 3, 10, 1.4, 0, 1, 20, 46900
2, 3, 10, 1.4, 0, 2, 20, 28000
2, 3, 10, 1.4, 0, 1, 20, 90000
2, 3, 10, 1.4, 0, 3, 20, 23400
2, 3, 10, 1.4, 0, 3, 20, 43300
2, 3, 10, 1.4, 1, 0, 16, 79375.0
2, 3, 10, 1.4, 0, 1, 20, 51700
2, 3, 10, 1.4, 0, 2, 20, 25200
2, 3, 10, 1.4, 1, 0, 16, 96875.0
2, 3, 10, 1.4, 0, 1, 20, 43800
2, 3, 10, 1.4, 1, 0, 18, 74000.0
2, 3, 10, 1.4, 1, 0, 19, 112000.0
2, 3, 10, 1.4, 0, 2, 20, 32300
2, 3, 10, 1.4, 1, 0, 19, 97684.21052631579
2, 3, 10, 1.4, 0, 2, 20, 51500
2, 3, 10, 1.4, 0, 2, 20, 56600
2, 3, 10, 1.4, 0, 2, 20, 70700
2, 3, 10, 1.4, 0, 2, 20, 28400
2, 3, 10, 1.4, 1, 0, 16, 72250.0
2, 3, 10, 1.4, 0, 1, 20, 59400
2, 3, 10, 1.4, 0, 3, 20, 12900
2, 3, 10, 1.4, 0, 3, 20, 11200
2, 3, 10, 1.4, 0, 1, 20, 49200
2, 3, 10, 1.4, 0, 1, 20, 46000
2, 3, 10, 1.4, 1, 0, 15, 82533.33333333334
2, 3, 10, 1.4, 0, 1, 20, 86600
2, 3, 10, 1.4, 0, 2, 20, 49200
2, 3, 10, 1.4, 0, 1, 20, 71900
2, 3, 10, 1.4, 0, 1, 20, 57800
2, 3, 10, 1.4, 1, 0, 11, 133454.54545454547
2, 3, 10, 1.4, 0, 2, 20, 29400
2, 3, 10, 1.4, 0, 1, 20, 42900
2, 3, 10, 1.4, 0, 1, 20, 52700
2, 3, 10, 1.4, 0, 3, 20, 22100
2, 3, 10, 1.4, 0, 2, 20, 56900
2, 3, 10, 1.4, 0, 3, 20, 10400
2, 3, 10, 1.4, 0, 2, 20, 30700
2, 3, 10, 1.4, 0, 1, 20, 64900
2, 3, 10, 1.4, 1, 0, 18, 86555.55555555556
2, 3, 10, 1.4, 0, 1, 20, 52000
2, 3, 10, 1.4, 0, 2, 20, 124000
2, 3, 10, 1.4, 0, 1, 20, 53000
2, 3, 10, 1.4, 0, 2, 20, 42800
2, 3, 10, 1.4, 0, 3, 20, 28300
2, 3, 10, 1.4, 0, 2, 20, 58200
2, 3, 10, 1.4, 0, 1, 20, 65800
2, 3, 10, 1.4, 0, 1, 20, 64700
2, 3, 10, 1.4, 0, 1, 20, 49200
2, 3, 10, 1.4, 0, 1, 20, 57500
2, 3, 10, 1.4, 0, 1, 20, 48500
2, 10, 5, 1.4, 0, 1, 20, 48000
2, 10, 5, 1.4, 1, 0, 11, 109090.90909090909
2, 10, 5, 1.4, 0, 1, 20, 54300
2, 10, 5, 1.4, 1, 0, 14, 86428.57142857142
2, 10, 5, 1.4, 1, 0, 4, 919500.0
2, 10, 5, 1.4, 0, 1, 20, 65600
2, 10, 5, 1.4, 1, 0, 20, 74400.0
2, 10, 5, 1.4, 0, 1, 20, 49400
2, 10, 5, 1.4, 1, 0, 17, 79058.82352941176
2, 10, 5, 1.4, 1, 0, 17, 103294.11764705883
2, 10, 5, 1.4, 1, 0, 13, 118769.23076923077
2, 10, 5, 1.4, 0, 1, 20, 61500
2, 10, 5, 1.4, 1, 0, 5, 370000.0
2, 10, 5, 1.4, 0, 1, 20, 59300
2, 10, 5, 1.4, 0, 2, 20, 45000
2, 10, 5, 1.4, 1, 0, 13, 93230.76923076923
2, 10, 5, 1.4, 0, 1, 20, 69100
2, 10, 5, 1.4, 0, 1, 20, 69100
2, 10, 5, 1.4, 0, 1, 20, 54200
2, 10, 5, 1.4, 0, 1, 20, 52300
2, 10, 5, 1.4, 0, 1, 20, 76500
2, 10, 5, 1.4, 1, 0, 17, 109411.76470588235
2, 10, 5, 1.4, 1, 0, 15, 73333.33333333333
2, 10, 5, 1.4, 0, 1, 20, 48400
2, 10, 5, 1.4, 0, 1, 20, 56400
2, 10, 5, 1.4, 0, 1, 20, 51800
2, 10, 5, 1.4, 1, 0, 19, 100000.0
2, 10, 5, 1.4, 0, 1, 20, 45100
2, 10, 5, 1.4, 1, 0, 17, 96588.23529411765
2, 10, 5, 1.4, 0, 1, 20, 49200
2, 10, 5, 1.4, 1, 0, 19, 90105.26315789473
2, 10, 5, 1.4, 0, 2, 20, 48500
2, 10, 5, 1.4, 1, 0, 13, 179846.15384615384
2, 10, 5, 1.4, 
2, 10, 5, 1.4, 1, 0, 16, 101750.0
2, 10, 5, 1.4, 1, 0, 14, 90000.0
2, 10, 5, 1.4, 0, 1, 20, 44000
2, 10, 5, 1.4, 1, 0, 15, 121733.33333333334
2, 10, 5, 1.4, 0, 1, 20, 48900
2, 10, 5, 1.4, 0, 2, 20, 70100
2, 10, 5, 1.4, 1, 0, 18, 131777.77777777778
2, 10, 5, 1.4, 1, 0, 18, 73222.22222222222
2, 10, 5, 1.4, 1, 0, 18, 86888.88888888889
2, 10, 5, 1.4, 0, 1, 20, 47000
2, 10, 5, 1.4, 1, 0, 14, 139285.7142857143
2, 10, 5, 1.4, 0, 2, 20, 47900
2, 10, 5, 1.4, 0, 1, 20, 47600
2, 10, 5, 1.4, 1, 0, 17, 103529.41176470587
2, 10, 5, 1.4, 0, 1, 20, 43900
2, 10, 5, 1.4, 0, 1, 20, 67400
2, 10, 5, 1.4, 0, 1, 20, 107300
2, 10, 5, 1.4, 0, 1, 20, 56700
2, 10, 5, 1.4, 1, 0, 16, 112875.0
2, 10, 5, 1.4, 0, 1, 20, 71700
2, 10, 5, 1.4, 0, 1, 20, 41300
2, 10, 5, 1.4, 1, 0, 9, 170444.44444444444
2, 10, 5, 1.4, 1, 0, 12, 161000.0
2, 10, 5, 1.4, 1, 0, 13, 100307.69230769231
2, 10, 5, 1.4, 1, 0, 6, 375666.6666666666
2, 10, 5, 1.4, 0, 1, 20, 72700
2, 10, 5, 1.4, 1, 0, 9, 166888.8888888889
2, 10, 5, 1.4, 1, 0, 20, 73000.0
2, 10, 5, 1.4, 1, 0, 20, 82900.0
2, 10, 5, 1.4, 1, 0, 6, 252666.6666666667
2, 10, 5, 1.4, 1, 0, 9, 195555.55555555556
2, 10, 5, 1.4, 
2, 10, 5, 1.4, 0, 2, 20, 28200
2, 10, 5, 1.4, 0, 1, 20, 50500
2, 10, 5, 1.4, 1, 0, 13, 123846.15384615384
2, 10, 5, 1.4, 1, 0, 17, 97647.05882352941
2, 10, 5, 1.4, 0, 1, 20, 102600
2, 10, 5, 1.4, 0, 2, 20, 27800
2, 10, 5, 1.4, 1, 0, 16, 100375.0
2, 10, 5, 1.4, 1, 0, 10, 156200.0
2, 10, 5, 1.4, 0, 1, 20, 63400
2, 10, 5, 1.4, 0, 1, 20, 60900
2, 10, 5, 1.4, 1, 0, 10, 134200.0
2, 10, 5, 1.4, 0, 3, 20, 13200
2, 10, 5, 1.4, 1, 0, 9, 226000.0
2, 10, 5, 1.4, 0, 2, 20, 63800
2, 10, 5, 1.4, 1, 0, 20, 91200.0
2, 10, 5, 1.4, 0, 3, 20, 14400
2, 10, 5, 1.4, 0, 2, 20, 54300
2, 10, 5, 1.4, 1, 0, 12, 164166.6666666667
2, 10, 5, 1.4, 1, 0, 20, 69400.0
2, 10, 5, 1.4, 0, 2, 20, 42400
2, 10, 5, 1.4, 0, 1, 20, 56000
2, 10, 5, 1.4, 1, 0, 17, 77058.82352941176
2, 10, 5, 1.4, 0, 1, 20, 55100
2, 10, 5, 1.4, 1, 0, 19, 95157.8947368421
2, 10, 5, 1.4, 0, 1, 20, 43400
2, 10, 5, 1.4, 0, 3, 20, 22800
2, 10, 5, 1.4, 0, 1, 20, 43800
2, 10, 5, 1.4, 0, 1, 20, 57500
2, 10, 5, 1.4, 0, 1, 20, 86800
2, 10, 5, 1.4, 0, 1, 20, 51600
2, 10, 5, 1.4, 0, 1, 20, 50700
2, 10, 5, 1.4, 1, 0, 14, 117285.71428571429
2, 10, 5, 1.4, 1, 0, 18, 92444.44444444444
2, 10, 5, 1.4, 0, 2, 20, 56900
2, 10, 10, 1.4, 0, 2, 20, 36800
2, 10, 10, 1.4, 0, 1, 20, 43500
2, 10, 10, 1.4, 1, 0, 16, 83750.0
2, 10, 10, 1.4, 0, 2, 20, 27300
2, 10, 10, 1.4, 1, 0, 11, 101636.36363636365
2, 10, 10, 1.4, 1, 0, 16, 80375.0
2, 10, 10, 1.4, 1, 0, 11, 150909.0909090909
2, 10, 10, 1.4, 0, 1, 20, 65200
2, 10, 10, 1.4, 1, 0, 13, 112153.84615384616
2, 10, 10, 1.4, 0, 2, 20, 33700
2, 10, 10, 1.4, 0, 2, 20, 97200
2, 10, 10, 1.4, 1, 0, 10, 184000.0
2, 10, 10, 1.4, 1, 0, 18, 112222.22222222222
2, 10, 10, 1.4, 0, 2, 20, 33400
2, 10, 10, 1.4, 0, 2, 20, 44500
2, 10, 10, 1.4, 0, 1, 20, 112000
2, 10, 10, 1.4, 0, 1, 20, 47000
2, 10, 10, 1.4, 1, 0, 10, 156800.0
2, 10, 10, 1.4, 1, 0, 14, 132428.57142857142
2, 10, 10, 1.4, 1, 0, 15, 80666.66666666667
2, 10, 10, 1.4, 0, 1, 20, 51000
2, 10, 10, 1.4, 1, 0, 15, 136800.0
